Company,Model,Variant,Ex-Showroom_Price,Energy_source(cc/kwh),Drivetrain,Fuel_Tank_Capacity,Fuel_Type,Type,Seating_Capacity,Seats_Material,Cylinders,Cylinder_Configuration,Engine_Location,Height,Length,Width,Body_Type,Power_Value,Power_Unit,Power_RPM,Torque_Value,Torque_Unit,Torque_RPM_Min
Toyota,Land Cruiser Prado,Vx L,9630000,2982,4WD,87.0,Diesel,Automatic,7,Leather,4,In-line,"Front, Longitudinal",1880,4840,1885,SUV,173,PS,3400.0,410.0,NM,1600.0
Lexus,Rx 450H,450Hl Luxury,9900000,3456,AWD (All Wheel Drive),65.0,Petrol,Automatic,5,Leather,6,V,"Front, Transverse",1700,5000,1895,SUV,262,PS,6000.0,335.0,NM,4600.0
Audi,Rs5,Coupe,11141200,2894,AWD (All Wheel Drive),58.0,Petrol,Automatic,4,Leather,8,In-line,"Front, Transverse",1372,4649,1866,Coupe,450,PS,5700.0,600.0,NM,1900.0
Bmw,7-Series,730Ld Design Pure Excellence,12290000,2993,AWD (All Wheel Drive),78.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1479,5120,2169,Sedan,265,PS,4000.0,620.0,NM,2000.0
Bmw,7-Series,730Ld Design Pure Excellence Signature,13200000,2993,AWD (All Wheel Drive),78.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1479,5120,2169,Sedan,265,PS,4000.0,620.0,NM,2000.0
Bmw,7-Series,730Ld M Sport,13510000,2993,AWD (All Wheel Drive),78.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1479,5120,2169,Sedan,265,PS,4000.0,620.0,NM,2000.0
Bmw,7-Series,740Li Design Pure Excellence Signature,13510000,2998,AWD (All Wheel Drive),78.0,Petrol,Automatic,4,Leather,6,V,"Front, Longitudinal",1479,5120,2169,Sedan,340,PS,5500.0,450.0,NM,1500.0
Bmw,7-Series,745Le Xdrive,16500000,2998,AWD (All Wheel Drive),46.0,Hybrid,Automatic,4,Leather,6,V,"Front, Longitudinal",1481,5219,2142,Sedan,286,PS,5000.0,450.0,NM,1380.0
Bmw,7-Series,M760Li Xdrive,24250000,6592,AWD (All Wheel Drive),78.0,Petrol,Automatic,4,Leather,12,V,"Front, Longitudinal",1481,5219,2142,Sedan,609,PS,5400.0,850.0,NM,1550.0
Audi,Q8,55 Tfsi Quattro Tiptronic,13359500,2995,AWD (All Wheel Drive),85.0,Petrol,Automatic,7,Leather,4,V,"Front, Longitudinal",1740,5052,1968,SUV,340,PS,5000.0,500.0,NM,1370.0
Mercedes-Benz,Mercedes-Benz S-Class,S 350 D,13558438,2987,RWD (Rear Wheel Drive),90.0,Diesel,Automatic,5,Fabric,6,V,"Front, Longitudinal",1494,5116,1899,Sedan,258,PS,3600.0,620.0,NM,1600.0
Mercedes-Benz,Mercedes-Benz S-Class,S 450,13976653,2996,RWD (Rear Wheel Drive),70.0,Petrol,Automatic,5,Leather,6,V,"Front, Longitudinal",1494,5246,1899,Sedan,333,PS,6000.0,480.0,NM,1600.0
Mercedes-Benz,Mercedes-Benz S-Class,Amg S 63 Coupe,25500000,3982,AWD (All Wheel Drive),80.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1411,5027,1899,Coupe,450,PS,5500.0,900.0,NM,2750.0
Maserati,Levante,Diesel,14512054,2987,AWD (All Wheel Drive),80.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1679,5003,2158,SUV,275,PS,4000.0,600.0,NM,2000.0
Maserati,Levante,Gransport,14863774,2979,AWD (All Wheel Drive),80.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1679,5003,2158,SUV,350,PS,5750.0,500.0,NM,4500.0
Maserati,Levante,Granlusson,15383399,2979,AWD (All Wheel Drive),80.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1679,5003,2158,SUV,430,PS,5750.0,580.0,NM,4500.0
Mercedes-Benz,Mercedes-Benz G-Class,Amg G 63,21875136,3982,AWD (All Wheel Drive),96.0,Petrol,Automatic,7,Leather,8,V,"Front, Longitudinal",1938,4763,1855,SUV,585,HP,6000.0,850.0,NM,2500.0
Mercedes-Benz,Mercedes-Benz G-Class,G 350D,15000000,2925,AWD (All Wheel Drive),100.0,Diesel,Automatic,7,Leather,6,V,"Front, Longitudinal",1969,4817,1931,SUV,289,PS,1200.0,600.0,NM,2500.0
Audi,A8 L,55 Tfsi Quattro,15600000,2995,AWD (All Wheel Drive),82.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1485,5302,1945,Sedan,340,PS,5000.0,500.0,NM,1370.0
Maserati,Granturismo,Sport,17229579,4691,RWD (Rear Wheel Drive),86.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1353,4881,1915,Coupe,460,PS,7000.0,520.0,NM,4750.0
Maserati,Quattroporte,Granlusso,17900000,2987,RWD (Rear Wheel Drive),70.0,Diesel,Automatic,4,Leather,6,V,"Front, Longitudinal",1481,5262,1948,Sports,275,PS,7000.0,600.0,NM,2000.0
Lexus,Lc 500H,Coupe,19600000,3456,AWD (All Wheel Drive),82.0,Hybrid,Automatic,4,Leather,6,V,"Front, Transverse",1345,4770,1920,Coupe,299,PS,6600.0,350.0,NM,5100.0
Mercedes-Benz,Mercedes-Benz Maybach,S650,27308312,5980,AWD (All Wheel Drive),80.0,Petrol,Automatic,4,Leather,12,V,"Front, Longitudinal",1498,5453,1899,Sedan,630,PS,4800.0,1000.0,NM,2300.0
Mercedes-Benz,Mercedes-Benz Maybach,S560,19890000,4663,AWD (All Wheel Drive),80.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1494,5246,1899,Sedan,453,PS,5500.0,700.0,NM,1800.0
Porsche,Panamera,Turbo,21263000,3996,AWD (All Wheel Drive),90.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1427,5049,1937,Sedan,550,PS,6000.0,770.0,NM,1960.0
Porsche,Panamera,Turbo Executive,22613000,3996,AWD (All Wheel Drive),90.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1432,5199,1937,Sedan,550,PS,6000.0,770.0,NM,1960.0
Porsche,Panamera,Turbo Sport Turismo,21747000,3996,AWD (All Wheel Drive),90.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1432,5049,1937,Sedan,550,PS,6000.0,770.0,NM,1960.0
Lexus,Lx 450D,V8,23290000,4461,FWD (Front Wheel Drive),93.0,Diesel,Automatic,7,Leather,8,V,"Front, Transverse",1865,5080,1980,SUV,261,PS,6000.0,650.0,NM,1600.0
Mercedes-Benz,Mercedes-Benz S-Class Cabriolet,S500,23491293,4663,RWD (Rear Wheel Drive),80.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1417,5027,1899,Convertible,455,PS,5500.0,700.0,NM,1800.0
Audi,R8,V10 Plus,27245000,5204,AWD (All Wheel Drive),75.0,Petrol,Automatic,2,Leather,10,V,"Mid, Longitudinal",1252,4440,2029,Coupe,610,PS,8250.0,560.0,NM,6500.0
Lamborghini,Urus,V8,30000000,3996,AWD (All Wheel Drive),75.0,Petrol,Automatic,5,Leather,8,V,"Front, Longitudinal",1638,5112,2181,SUV,650,PS,6000.0,850.0,NM,2250.0
Bentley,Continental Gt,Coupe,33791059,5998,AWD (All Wheel Drive),90.0,Petrol,Automatic,4,Leather,12,W,"Front, Longitudinal",1401,4807,2226,Coupe,590,PS,6000.0,720.0,NM,1800.0
Ferrari,Portofino,V8 Convertible,35000000,3855,AWD (All Wheel Drive),92.0,Petrol,Automatic,2,Leather,8,V,"Front, Longitudinal",1320,4569,1910,Convertible,560,PS,7500.0,755.0,NM,4750.0
Bentley,Bentayga,W12,45941557,5950,AWD (All Wheel Drive),85.0,Petrol,Automatic,5,Leather,12,W,"Front, Longitudinal",1742,5141,1998,SUV,608,PS,6000.0,900.0,NM,1350.0
Bentley,Bentayga,V8,37542069,3996,AWD (All Wheel Drive),85.0,Petrol,Automatic,5,Leather,12,W,"Front, Longitudinal",1742,5140,1998,SUV,550,PS,6000.0,770.0,NM,1350.0
Aston Martin,Db 11,V12,40456503,5198,AWD (All Wheel Drive),80.0,Petrol,Automatic,2,Leather,12,V,"Rear, Transverse",1250,4385,1865,Coupe,608,PS,6500.0,700.0,NM,1500.0
Ferrari,458 Speciale,Coupe,42531500,4497,AWD (All Wheel Drive),86.0,Petrol,Automatic,2,Leather,8,V,"Front, Longitudinal",1203,4571,1951,Coupe,605,PS,9000.0,540.0,NM,6000.0
Bmw,Rolls-Royce Ghost Series Ii,6.6,46709733,6593,RWD (Rear Wheel Drive),82.5,Petrol,Automatic,5,Leather,12,V,"Front, Longitudinal",1550,5399,1948,Sedan,563,PS,5250.0,780.0,NM,1700.0
Bmw,Rolls-Royce Ghost Series Ii,Ewb,53247201,6592,RWD (Rear Wheel Drive),82.5,Petrol,Automatic,5,Leather,12,V,"Front, Longitudinal",1550,5569,1948,Sedan,570,BHP,5250.0,780.0,NM,1500.0
Bmw,Rolls-Royce Wraith,Coupe,50025840,6592,AWD (All Wheel Drive),83.0,Petrol,Automatic,4,Leather,12,V,"Front, Transverse",1507,5269,1947,Coupe,625,PS,5600.0,800.0,NM,1500.0
Bentley,Mulsanne,Sedan,52571294,6752,RWD (Rear Wheel Drive),90.0,Petrol,Automatic,4,Leather,8,V,"Front, Longitudinal",1521,5575,2208,Sedan,512,PS,4200.0,1020.0,NM,1750.0
Bmw,Rolls-Royce Cullinan,Suv,69500000,6750,AWD (All Wheel Drive),100.0,Petrol,Automatic,5,Leather,12,V,"Front, Transverse",1835,5341,2000,SUV,563,NA,5000.0,850.0,NM,1600.0
Bmw,Rolls-Royce Phantom Coupe,6.8 L,77312661,6749,RWD (Rear Wheel Drive),100.0,Petrol,Automatic,4,Leather,12,V,"Front, Longitudinal",1598,5612,1987,Coupe,460,PS,5350.0,720.0,NM,3500.0
Bugatti,Chiron,W16,192142937,7993,RWD (Rear Wheel Drive),100.0,Petrol,Automatic,2,Leather,16,W,"Mid, Transverse",1212,4544,2038,Sports,1479,BHP,6700.0,1600.0,NM,2000.0
Bugatti,Chiron,Sport,212155397,7993,RWD (Rear Wheel Drive),100.0,Petrol,Automatic,2,Leather,16,W,"Mid, Transverse",1212,4544,2038,Sports,1600,NA,,1479.0,NM,
Bajaj,Qute (Re60),Qcar,263000,216,RWD (Rear Wheel Drive),35.0,Petrol,Manual,4,Fabric,1,In-line,"Front, Transverse",1652,2752,1312,Hatchback,13,BHP,5500.0,18.9,NM,4000.0
Bajaj,Qute (Re60),Qcar Cng,283000,216,RWD (Rear Wheel Drive),35.0,CNG,Manual,4,Fabric,1,In-line,"Front, Transverse",1652,2752,1312,Hatchback,12,BHP,5500.0,16.1,NM,4000.0
Maruti Suzuki,Alto,Std,294800,796,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,48,PS,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Std (O),299900,796,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,48,PS,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Lxi,352900,796,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,47,HP,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Lxi (O),357200,796,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,48,PS,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Vxi,376100,796,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,48,PS,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Lxi Cng (Cng +,405570,796,FWD (Front Wheel Drive),35.0,CNG + Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,47,HP,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Lxi (O) Cng (Cng +,409190,796,FWD (Front Wheel Drive),35.0,CNG + Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,48,PS,6000.0,69.0,NM,3500.0
Maruti Suzuki,Alto,Vxi Plus,389600,796,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1475,3445,1490,Hatchback,48,PS,6000.0,69.0,NM,3500.0
Maruti Suzuki,S-Presso,Std,370500,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Std (O),376500,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Lxi,409000,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Lxi (O),415000,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Vxi,432500,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Vxi (O),438500,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Vxi Ags,475500,998,FWD (Front Wheel Drive),27.0,Petrol,AMT,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Vxi+,456000,998,FWD (Front Wheel Drive),27.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Vxi (O) Ags,481500,998,FWD (Front Wheel Drive),27.0,Petrol,AMT,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,S-Presso,Vxi+ Ags,499000,998,FWD (Front Wheel Drive),27.0,Petrol,AMT,5,Fabric,3,In-line,"Front, Transverse",1549,3565,1520,Hatchback,67,PS,5500.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Lxi,426289,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Vxi,465138,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Vxi At,508138,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Zxi,490924,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Zxi (Opt),531279,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Vxi Cng Mt,530000,998,FWD (Front Wheel Drive),35.0,CNG,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,59,PS,6000.0,78.0,NM,3500.0
Maruti Suzuki,Celerio,Zxi Ags,533924,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Lxi Mt (O),434659,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Vxi (O) Mt,472257,998,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Vxi (O) Ags,515257,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Maruti Suzuki,Celerio,Zxi (O) Ags,543279,998,FWD (Front Wheel Drive),35.0,Petrol,Automatic,5,Fabric,3,In-line,"Front, Transverse",1560,3600,1600,Hatchback,68,PS,6000.0,90.0,NM,3500.0
Hyundai,Grand I10 Prime,Era T Crdi,551530,1120,FWD (Front Wheel Drive),43.0,Diesel,Manual,5,Fabric,3,In-line,"Front, Transverse",1520,3765,1660,Hatchback,71,PS,4000.0,16.3,NM,1500.0
Hyundai,Grand I10 Prime,Era T+ Crdi,568930,1120,FWD (Front Wheel Drive),43.0,Diesel,Manual,5,Fabric,3,In-line,"Front, Transverse",1520,3765,1660,Hatchback,71,PS,4000.0,16.3,NM,1500.0
Hyundai,Grand I10 Prime,Era T Vtvt,460369,1197,FWD (Front Wheel Drive),43.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1520,3765,1660,Hatchback,83,PS,6000.0,114.0,NM,4000.0
Hyundai,Grand I10 Prime,Era T+ Vtvt,477511,1197,FWD (Front Wheel Drive),43.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1520,3765,1660,Hatchback,83,PS,6000.0,114.0,NM,4000.0
Hyundai,Grand I10 Prime,Era T+ Cng Vtvt,545946,1197,FWD (Front Wheel Drive),43.0,CNG,Manual,5,Fabric,4,In-line,"Front, Transverse",1520,3765,1660,Hatchback,83,PS,6000.0,114.0,NM,4000.0
Hyundai,Grand I10 Prime,Era T Cng Vtvt,528804,1197,FWD (Front Wheel Drive),43.0,CNG,Manual,5,Fabric,4,In-line,"Front, Transverse",1520,3765,1660,Hatchback,83,PS,6000.0,114.0,NM,4000.0
Mahindra,Kuv100 Nxt,K2 6Str,488194,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Longitudinal",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K2+ 6Str,532184,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K2 D 6Str,590798,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K2+ D 6Str,619243,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K4+ D 6Str,667273,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K4+ 6Str,579645,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K6+ 6Str,631144,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K6+ D 6Str,754548,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K8 6Str,693550,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K8 D 6Str,787304,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K8 6 Str Dual Tone,701045,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K8 D 6 Str Dual Tone,794800,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K4+ 5Str,573250,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K6+ 5Str,631146,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K8 5Str,687175,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K4+ D 5Str,660832,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K6+ D 5Str,748128,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K8 D 5Str,780884,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K2 D 5Str Taxi,550155,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,5,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K2 D 6Str Taxi,559741,1198,FWD (Front Wheel Drive),35.0,Diesel,Manual,6,Fabric,3,In-line,"Front, Transverse",1655,3700,1735,Hatchback,77,PS,3750.0,190.0,NM,1750.0
Mahindra,Kuv100 Nxt,K2 5Str Cng Taxi,524312,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Longitudinal",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Mahindra,Kuv100 Nxt,K2 6Str Cng Taxi,542913,1198,FWD (Front Wheel Drive),35.0,Petrol,Manual,6,Fabric,3,In-line,"Front, Longitudinal",1655,3700,1735,Hatchback,82,PS,5500.0,115.0,NM,3500.0
Maruti Suzuki,Swift,Lxi,519000,1197,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Vxi,619000,1197,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Vxi Amt,666000,1197,FWD (Front Wheel Drive),37.0,Petrol,Automatic,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Zxi,678000,1197,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Zxi Amt,725000,1197,FWD (Front Wheel Drive),37.0,Petrol,Automatic,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Zxi Plus,758000,1197,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Ldi,599000,1248,FWD (Front Wheel Drive),37.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Swift,Vdi,698000,1248,FWD (Front Wheel Drive),37.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Swift,Vdi Amt,745000,1248,FWD (Front Wheel Drive),37.0,Diesel,Automatic,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Swift,Zdi,757000,1248,FWD (Front Wheel Drive),37.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Swift,Zdi Amt,804000,1248,FWD (Front Wheel Drive),37.0,Diesel,Automatic,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Swift,Zdi Plus,838000,1248,FWD (Front Wheel Drive),37.0,Diesel,Manual,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Maruti Suzuki,Swift,Zxi Plus Amt,802000,1197,FWD (Front Wheel Drive),37.0,Petrol,Automatic,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,83,PS,6000.0,113.0,NM,4200.0
Maruti Suzuki,Swift,Zdi Plus Amt,884000,1248,FWD (Front Wheel Drive),37.0,Diesel,Automatic,5,Fabric,4,In-line,"Front, Transverse",1530,3840,1735,Hatchback,75,PS,4000.0,190.0,NM,2000.0
Tata,Altroz,Xe Petrol,529000,1199,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Longitudinal",1523,3990,1755,Hatchback,86,PS,6000.0,113.0,NM,3300.0
Tata,Altroz,Xm Petrol,615000,1199,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Longitudinal",1523,3990,1755,Hatchback,86,PS,6000.0,113.0,NM,3300.0
Tata,Altroz,Xt Petrol,684000,1199,FWD (Front Wheel Drive),37.0,Petrol,Manual,5,Fabric,3,In-line,"Front, Longitudinal",1523,3990,1755,Hatchback,86,PS,6000.0,113.0,NM,3300.0
